chromosome,chromStart,chromEnd,strand,symbol,GeneID,feature_interval_length
chr1,92910377,92920585,+,Rnpepl1,108657,10209
chr1,92934408,92947948,+,Capn10,23830,13541
chr1,92948052,92986391,+,Gpr35,64095,38340
chr1,93006334,93012269,+,Aqp12,208760,5936
chr1,93015455,93102039,-,Kif1a,16560,86585
chr1,93135240,93145421,+,Agxt,11611,10182
chr1,93151354,93160956,-,Mab21l4,71874,9603
chr1,93168423,93231067,+,Crocc2,381284,62645
chr1,93235796,93301065,+,Sned1,208777,65270
chr1,93301205,93305879,-,Mterf4,69821,4675
chr1,93309437,93343522,-,Pask,269224,34086
chr1,93343610,93367616,+,Ppp1r7,66385,24007
chr1,93373796,93404304,+,Ano7,404545,30509
chr1,93405940,93478917,-,Hdlbp,110611,72978
chr1,93478969,93509733,+,Sept2,18000,30765
chr1,93512104,93621976,+,Farp2,227377,109873
chr1,93620751,93654216,-,Stk25,59041,33466
chr1,93685575,93695770,+,Bok,51800,10196
chr1,93705391,93754838,-,Thap4,67026,49448
chr1,93754905,93789606,+,Atg4b,66615,34702
chr1,93792576,93802068,-,Dtymk,21915,9493
chr1,93803926,93822101,+,Ing5,66262,18176
chr1,93823195,93853857,+,D2hgdh,98314,30663
chr1,93861344,93876494,+,Gal3st2,381334,15151
chr1,93918437,93942645,+,Gal3st2b,100041596,24209
chr1,93967806,93985871,+,Gm7889,666009,18066
chr1,93990505,94011539,+,Gal3st2c,619597,21035
chr1,94020493,94028334,+,Neu4,241159,7842
chr1,94038305,94052553,-,Pdcd1,18566,14249
chr1,95313628,95335284,+,Fam174a,67698,21657
chr1,95587682,95667717,-,St8sia4,20452,80036
chr1,96816270,96872193,-,Slco4c1,227394,55924
chr1,97059038,97128339,-,Slco6c1,74441,69302
chr1,97162694,97310549,+,Gm7133,634331,147856
chr1,97346262,97479049,+,Gm7135,634346,132788
chr1,97643902,97662018,-,D1Ertd622e,52392,18117
chr1,97706043,97770411,-,Ppip5k2,227399,64369
chr1,97770172,97793710,+,Gin1,252876,23539
chr1,97821091,98095853,-,Pam,18484,274763
chr1,98421087,98516985,+,Slco6d1,70866,95899
chr1,99772246,100490599,+,Cntnap5b,241175,718354
chr1,100224482,100231910,-,LOC115487110,115487110,7429
chr1,100277075,100287105,+,LOC115487111,115487111,10031
chr1,104768340,104995481,+,Cdh20,23836,227142
chr1,105276917,105356991,-,Rnf152,320311,80075
chr1,105518421,105663741,-,Pign,27392,145321
chr1,105663843,105755131,+,Relch,227446,91289
chr1,105780673,105849444,+,Tnfrsf11a,21934,68772
chr1,105990390,106034077,+,Zcchc2,227449,43688
chr1,106171869,106394245,+,Phlpp1,98432,222377
chr1,106538176,106714290,-,Bcl2,12043,176115
chr1,106720410,106759742,-,Kdsr,70750,39333
chr1,106770788,106796725,-,Vps4b,20479,25938
chr1,106861175,106883348,+,Serpinb5,20724,22174
chr1,106934449,106957080,+,Serpinb12,71869,22632
chr1,106980984,107001195,+,Serpinb13,241196,20212
chr1,107045587,107052303,-,Serpinb3a,20248,6717
chr1,107078163,107083480,-,Serpinb3d,394252,5318
chr1,107153961,107161114,-,Serpinb3b,383548,7154
chr1,107271201,107278371,-,Serpinb3c,381286,7171
chr1,107362314,107380475,+,Serpinb11,66957,18162
chr1,107422689,107452689,+,Serpinb7,116872,30001
chr1,107500892,107525600,+,Serpinb2,18788,24709
chr1,107528994,107560742,+,Serpinb10,241197,31749
chr1,107589926,107608978,+,Serpinb8,20725,19053
chr1,109982237,110145272,+,Cdh7,241201,163036
chr1,110888002,110977601,-,Cdh19,227485,89600
chr1,111858701,111865052,-,Dsel,319901,6352
chr1,115684737,116587323,+,Cntnap5a,636808,902587
chr1,117781135,117803359,+,B020011L13Rik,547097,22225
chr1,118298514,118311461,-,Tsn,22099,12948
chr1,118321843,118333831,+,Nifk,67949,11989
chr1,118389058,118609462,+,Clasp1,76707,220405
chr1,118627923,118685168,+,Tfcp2l1,81879,57246
chr1,118834061,119054405,-,Gli2,14633,220345
chr1,119415463,119422248,-,Inhbb,16324,6786
chr1,119470305,119504782,-,Ralb,64143,34478
chr1,119526154,119528983,+,Tmem185b,226351,2830
chr1,119545032,119649096,-,Epb41l5,226352,104065
chr1,119652467,119837585,-,Ptpn4,19258,185119
chr1,119907890,119913183,-,Tmem177,66343,5294
chr1,119923340,120006958,-,Cfap221,226356,83619
chr1,120006879,120063539,+,Sctr,319229,56661
chr1,120067377,120074069,-,Tmem37,170706,6693
chr1,120113280,120121096,-,Dbi,13167,7817
chr1,120121082,120188190,+,3110009E18Rik,73103,67109
chr1,120226414,120271082,-,Steap3,68428,44669
chr1,120340582,120343174,+,C1ql2,226359,2593
chr1,120474538,120505024,-,Marco,17167,30487
chr1,120602487,120607991,+,En1,13798,5505
chr1,121304353,121332662,-,Insig2,72999,28310
chr1,121431067,121506460,+,Ccdc93,70829,75394
chr1,121509758,121529312,-,Htr5b,15564,19555
chr1,121553835,121567980,-,Ddx18,66942,14146
chr1,123332138,124845815,-,Dpp10,269109,1513678
chr1,125392905,125435727,-,Actr3,74117,42823
chr1,125560528,125595834,+,Slc35f5,74150,35307
chr1,125676996,125873862,+,Gpr39,71111,196867
chr1,125867622,125913175,-,Lypd1,72585,45554
chr1,125913636,126830796,-,Nckap5,210356,917161
chr1,127204919,127488334,+,Mgat5,107895,283416
chr1,127490342,127678021,-,Tmem163,72160,187680
chr1,127729413,127767564,+,Acmsd,266645,38152
chr1,127774164,127804837,+,Ccnt2,72949,30674
chr1,127813481,127855613,-,Map3k19,22625,42133
chr1,127868755,127943876,+,Rab3gap1,226407,75122
chr1,127954179,128103053,-,Zranb3,226409,148875
chr1,128103282,128237738,+,R3hdm1,226412,134457
chr1,128243898,128279378,+,Ubxn4,67812,35481
chr1,128284756,128328318,-,Lct,226413,43563
chr1,128331575,128359705,-,Mcm6,17219,28131
chr1,128363707,128417416,-,Dars,226414,53710
chr1,128588199,128592299,-,Cxcr4,12767,4101
chr1,129273190,130219278,+,Thsd7b,210417,946089
chr1,130388526,130423097,-,Cd55b,13137,34572
chr1,130429798,130465009,-,Cd55,13136,35212
chr1,130547110,130629634,-,Zp3r,22789,82525
chr1,130635921,130661657,-,C4bp,12269,25737
chr1,130689043,130729253,-,Pfkfb2,18640,40211
chr1,130717327,130722073,+,Yod1,226418,4747
chr1,130731942,130744622,+,AA986860,212439,12681
chr1,130784706,130825903,+,Fcamr,64435,41198
chr1,130826684,130852249,+,Pigr,18703,25566
chr1,130865777,130880790,+,Fcmr,69169,15014
chr1,130882074,130887411,-,Il24,93672,5338
chr1,130906985,130911296,-,Il20,58181,4312
chr1,130932656,130945457,-,Il19,329244,12802
chr1,131019845,131024970,+,Il10,16153,5126
chr1,131053700,131097871,-,Mapkapk2,17164,44172
chr1,131128441,131138234,-,Dyrk3,226419,9794
chr1,131153172,131187659,+,Eif2d,16865,34488
chr1,131176410,131245178,-,Rassf5,54354,68769
chr1,131254600,131279601,-,Ikbke,56489,25002
chr1,131285251,131527531,-,Srgap2,14270,242281
chr1,131526598,131539035,+,Fam72a,108900,12438
chr1,131599114,131612000,+,Avpr1b,26361,12887
chr1,131638314,131675507,+,Ctse,13034,37194
chr1,131643334,131650908,+,Gm46156,108167725,7575
chr1,131688681,131715443,+,Rab7b,226421,26763
chr1,131744022,131771504,+,Slc26a9,320718,27483
chr1,131797385,131821472,+,Pm20d1,212933,24088
chr1,131828012,131848863,+,Slc41a1,98396,20852
chr1,131867210,131872887,+,Rab29,226422,5678
chr1,131910458,131936321,+,Nucks1,98415,25864
chr1,131962915,131982972,+,Slc45a3,212980,20058
chr1,132007565,132026448,+,Elk4,13714,18884
chr1,132022806,132069658,-,Mfsd4a,213006,46853
chr1,132113547,132139698,-,Cdk18,18557,26152
chr1,132190629,132257382,+,Lemd1,213409,66754
chr1,132298490,132307357,+,Klhdc8a,213417,8868
chr1,132316125,132333488,+,Nuak2,74137,17364
chr1,132356315,132391923,-,Tmcc2,68875,35609
chr1,132417389,132466959,+,Dstyk,213452,49571
chr1,132477348,132505665,+,Rbbp5,213464,28318
chr1,132506230,132508644,+,Tmem81,74626,2415
chr1,132509425,132543251,-,Cntn2,21367,33827
chr1,132564690,132741848,-,Nfasc,269116,177159
chr1,132880355,132940005,+,Lrrn2,16980,59651
chr1,132986105,133030587,-,Mdm4,17248,44483
chr1,133045672,133108691,+,Pik3c2b,240752,63020
chr1,133131166,133139800,+,Ppp1r15b,108954,8635
chr1,133162032,133303435,+,Plekha6,240753,141404
chr1,133309823,133323026,+,Golt1a,68338,13204
chr1,133321887,133329722,+,Kiss1,280287,7836
chr1,133350674,133360320,+,Ren1,19701,9647
chr1,133363463,133380318,+,Etnk2,214253,16856
chr1,133382300,133424459,-,Sox13,20668,42160
chr1,133603871,133610280,-,Snrpe,20643,6410
chr1,133619862,133661399,-,Zc3h11a,70579,41538
chr1,133655879,133660885,-,Zbed6,667118,5007
chr1,133679017,133693022,-,Lax1,240754,14006
chr1,133702674,133801059,-,Atp2b4,381290,98386
chr1,133897193,133909688,-,Optc,269120,12496
chr1,133910304,133930102,-,Prelp,116847,19799
chr1,134037254,134048280,+,Fmod,14264,11027
chr1,134074865,134079155,-,Btg2,12227,4291
chr1,134111242,134151541,+,Chit1,71884,40300
chr1,134182140,134190031,+,Chil1,12654,7892
chr1,134193418,134201237,+,Mybph,53311,7820
chr1,134199215,134235457,-,Adora1,11539,36243
chr1,134290004,134292548,+,Myog,17928,2545
chr1,134296783,134344756,-,Ppfia4,68507,47974
chr1,134346096,134362012,-,Tmem183a,57439,15917
chr1,134385931,134391502,+,4933406M09Rik,240755,5572
chr1,134405781,134411738,+,Cyb5r1,72017,5958
chr1,134415378,134433351,+,Adipor1,72674,17974
chr1,134455495,134490880,+,Klhl12,240756,35386
chr1,134494639,134507889,+,Rabif,98710,13251
chr1,134518781,134527562,+,Gm29376,102634941,8782
chr1,134540941,134561746,-,Mgat4e,71001,20806
chr1,134560178,134632878,+,Kdm5b,75605,72701
chr1,134646534,134753149,+,Syt2,20980,106616
chr1,134754658,134955963,-,Ppp1r12b,329251,201306
chr1,134962565,134974180,+,Ube2t,67196,11616
chr1,134983300,135105374,-,Lgr6,329252,122075
chr1,135131838,135145328,+,Ptpn7,320139,13491
chr1,135146834,135156268,+,Arl8a,68724,9435
chr1,135160250,135167681,-,Gpr37l1,171469,7432
chr1,135253574,135259262,-,Elf3,13710,5689
chr1,135262699,135284423,-,Rnpep,215615,21725
chr1,135301535,135313737,-,Timm17a,21854,12203
chr1,135324813,135368065,+,Lmod1,93689,43253
chr1,135371057,135375298,-,Shisa4,77552,4242
chr1,135382312,135430499,-,Ipo9,226432,48188
chr1,135434580,135688350,-,Nav1,215690,253771
chr1,135720063,135752229,+,Csrp1,13007,32167
chr1,135766085,135769134,+,Phlda3,27280,3050
chr1,135783033,135810989,+,Tnni1,21952,27957
chr1,135818598,135833341,+,Lad1,16763,14744
chr1,135836315,135852268,+,Tnnt2,21956,15954
chr1,135871394,135919207,-,Pkp1,18772,47814
chr1,135953205,136040925,-,Igfn1,226438,87721
chr1,136008219,136035030,+,Tmem9,66241,26812
chr1,136050804,136051370,+,Ascl5,226439,567
chr1,136052806,136119822,+,Cacna1s,12292,67017
chr1,136131390,136178001,+,Kif21b,16565,46612
chr1,136181660,136212828,-,Mroh3,76422,31169
chr1,136213522,136234293,-,Inava,67313,20772
chr1,136258914,136260926,-,Gpr25,383563,2013
chr1,136268123,136346117,-,Camsap2,67886,77995
chr1,136415271,136456192,+,Ddx59,67997,40922
chr1,136466301,136555938,+,Kif14,381293,89638
chr1,136624901,136630391,+,Zfp281,226442,5491
chr1,136842562,136960448,-,Nr5a2,26424,117887
chr1,138062859,138175756,-,Ptprc,19264,112898
chr1,138273738,138289462,+,Atp6v1g3,338375,15725
chr1,138483837,138619757,-,Nek7,59125,135921
chr1,138825186,138848839,-,Lhx9,16876,23654
chr1,138851979,138856854,-,2310009B15Rik,69549,4876
chr1,138963709,139176043,+,Dennd1b,329260,212335
chr1,139176649,139379316,-,Crb1,170788,202668
chr1,139422000,139453007,+,Zbtb41,226470,31008
chr1,139454188,139494088,+,Aspm,12316,39901
chr1,139501547,139523758,+,F13b,14060,22212
chr1,139547064,139560222,-,Cfhr1,50702,13159
chr1,139575184,139660986,-,Cfhr3,624286,85803
chr1,139697919,139781239,-,Gm4788,214403,83321
chr1,139810292,139858699,-,Cfhr2,545366,48408
chr1,140085855,140183411,-,Cfh,12628,97557
chr1,140245657,140614045,+,Kcnt2,240776,368389
chr1,143603276,143702893,-,Cdc73,214498,99618
chr1,143640697,143649937,+,B3galt2,26878,9241
chr1,143739224,143749678,+,Glrx2,69367,10455
chr1,143750790,143777063,-,Ro60,20822,26274
chr1,143777234,143807466,+,Uchl5,56207,30233
chr1,143999338,144004149,-,Rgs2,19735,4812
chr1,144137386,144177372,-,Rgs13,246709,39987
chr1,144244669,144249104,-,Rgs1,50778,4436
chr1,144519690,144567667,-,Rgs21,624910,47978
chr1,144752683,144775427,-,Rgs18,64214,22745
chr1,146495629,146902472,+,Brinp3,215378,406844
chr1,149829618,149961290,-,Pla2g4a,18783,131673
chr1,150100031,150108234,+,Ptgs2,19225,8204
chr1,150268684,150269459,-,LOC115487124,115487124,776
chr1,150319417,150333906,+,Pdc,20028,14490
chr1,150361305,150393080,-,Odr4,226499,31776
chr1,150392802,150449935,+,Tpr,108989,57134
chr1,150449412,150466221,-,Prg4,96875,16810
chr1,150562500,150993652,-,Hmcn1,545370,431153
chr1,151204085,151205797,+,3110040M04Rik,73176,1713
chr1,151344486,151364445,+,Ivns1abp,117198,19960
chr1,151367698,151428497,-,Swt1,66875,60800
chr1,151428542,151458183,+,Trmt1l,98685,29642
chr1,151469398,151500991,-,Rnf2,19821,31594
chr1,151571373,151721432,+,Fam129a,63913,150060
chr1,151755344,151822328,+,Edem3,66967,66985
chr1,151884524,152091121,-,1700025G04Rik,69399,206598
chr1,152370735,152386682,-,Tsen15,66637,15948
chr1,152399805,152510695,+,Colgalt2,269132,110891
chr1,152516762,152766308,-,Rgl1,19731,249547
chr1,152750551,152757544,+,Apobec4,71281,6994
chr1,152766542,152775580,+,Arpc5,67771,9039
chr1,152800153,152836990,+,Ncf2,17970,36838
chr1,152836995,152903130,-,Smg7,226517,66136
chr1,152954781,153119266,+,Nmnat2,226518,164486
chr1,153122756,153186447,-,Lamc2,16782,63692
chr1,153218922,153332786,-,Lamc1,226519,113865
chr1,153425100,153452584,+,Shcbp1l,71836,27485
chr1,153455756,153487688,-,Dhx9,13211,31933
chr1,153503016,153549714,-,Npl,74091,46699
chr1,153652959,153697669,+,Rgs8,67792,44711
chr1,153740353,153745468,+,Rgs16,19734,5116
chr1,153749344,153768690,+,Rnasel,24014,19347
chr1,153777929,153847341,-,Rgsl1,240816,69413
chr1,153849542,153851195,-,Teddm2,240817,1654
chr1,153874345,153876871,+,Teddm1b,433365,2527
chr1,153891646,153893060,+,Teddm1a,240819,1415
chr1,153899929,153909723,+,Glul,14645,9795
chr1,154201187,154213209,+,Zfp648,100503355,12023
chr1,154390806,154884785,-,Cacna1e,12290,493980
chr1,155096367,155099636,-,Ier5,15939,3270
chr1,155127874,155146814,-,Mr1,15064,18941
chr1,155158628,155207567,+,Stx6,58244,48940
chr1,155212471,155245639,-,BC034090,207792,33169
chr1,155275657,155417444,-,Xpr1,19775,141788
chr1,155558099,155687474,+,Acbd6,72482,129376
chr1,155698031,155751726,-,Lhx4,16872,53696
chr1,155778155,155812899,-,Qsox1,104009,34745
chr1,155844964,155973270,-,Cep350,74081,128307
chr1,156004599,156036480,-,Tor1aip1,208263,31882
chr1,156035664,156068861,+,Tor1aip2,240832,33198
chr1,156075956,156205453,-,Fam163a,329274,129498
chr1,156255296,156304304,-,Tdrd5,214575,49009
chr1,156310535,156328035,+,Nphs2,170484,17501
chr1,156330415,156421176,-,Axdnd1,77352,90762
chr1,156428108,156474328,-,Soat1,20652,46221
chr1,156558590,156649619,+,Abl2,11352,91030
chr1,156653617,156674339,-,Tor3a,30935,20723
chr1,156678562,156719095,-,Fam20b,215015,40534
chr1,156804166,156939850,-,Ralgps2,78255,135685
chr1,156839023,156861078,+,Angptl1,72713,22056
chr1,157099141,157108680,-,Tex35,73435,9540
chr1,157135183,157412595,-,Rasal2,226525,277413
chr1,157455718,157490000,+,Cryzl2,226527,34283
chr1,157506733,157568425,+,Sec16b,89867,61693
chr1,158245265,158356528,-,Brinp2,240843,111264
chr1,158362102,158691786,+,Astn1,11899,329685
chr1,158711727,158960451,-,Pappa2,23850,248725
chr1,159232156,159354872,+,Cop1,26374,122717
chr1,159523729,159931729,+,Tnr,21960,408001
chr1,159975965,160025763,-,Gm31493,102633740,49799
chr1,160044380,160078587,+,4930523C07Rik,67647,34208
chr1,160085029,160153692,-,Tnn,329278,68664
chr1,160195215,160201186,+,Mrps14,64659,5972
chr1,160202367,160212892,-,Cacybp,12301,10526
chr1,160219174,160793476,-,Rabgap1l,29809,574303
chr1,160574717,160579704,-,Gpr52,620246,4988
chr1,160906411,160974976,+,Rc3h1,381305,68566
chr1,160978606,161003015,+,Serpinc1,11905,24410
chr1,161002922,161034864,-,Zbtb37,240869,31943
chr1,161037580,161070668,-,Dars2,226539,33089
chr1,161070767,161086724,+,Cenpl,70454,15958
chr1,161088375,161131508,-,Klhl20,226541,43134
chr1,161142447,161170510,+,Ankrd45,73844,28064
chr1,161156843,161159314,-,Tex50,100502590,2472
chr1,161240112,161251210,-,Prdx6,11758,11099
chr1,161395438,161418206,+,Tnfsf4,22164,22769
chr1,161494657,161505290,+,Tnfsf18,240873,10634
chr1,161780691,161788495,-,Fasl,14103,7805
chr1,161816112,161876837,-,Suco,226551,60726
chr1,161942089,161982371,-,4930558K02Rik,75368,40283
chr1,161969188,161973460,+,Pigc,67292,4273
chr1,161982450,162478321,-,Dnm3,103967,495872
chr1,162533671,162548541,-,Eef1aknmt,71449,14871
chr1,162570515,162599082,+,Vamp4,53330,28568
chr1,162639150,162649694,+,Myoc,17926,10545
chr1,162647243,162665411,-,Myocos,100038657,18169
chr1,162671785,162740560,-,Prrc2c,226562,68776
chr1,162793188,162816072,-,Fmo4,226564,22885
chr1,162829561,162866610,-,Fmo1,14261,37050
chr1,162874317,162898758,-,Fmo2,55990,24442
chr1,162916551,162937566,-,Fmo6,226565,21016
chr1,162953799,162984528,-,Fmo3,14262,30730
chr1,163024302,163085670,-,Mroh9,78258,61369
chr1,163245119,163315145,-,Prrx1,18933,70027
chr1,163384903,163403669,-,Gorab,98376,18767
chr1,163702993,163725232,-,Mettl11b,240879,22240
chr1,163762138,163917107,+,Kifap3,16579,154970
chr1,163762391,163779995,-,LOC115487147,115487147,17605
chr1,163929100,163955126,+,Scyl3,240880,26027
chr1,163945993,163994809,-,BC055324,381306,48817
chr1,163994889,163997243,+,Mettl18,69962,2355
chr1,164039614,164058487,+,Sele,20339,18874
chr1,164061987,164082930,+,Sell,20343,20944
chr1,164115264,164150026,+,Selp,20344,34763
chr1,164151835,164220277,+,F5,14067,68443
chr1,164249046,164265385,+,Slc19a2,116914,16340
chr1,164275598,164287847,+,Ccdc181,74895,12250
chr1,164289799,164307487,-,Blzf1,66352,17689
chr1,164307524,164437300,+,Nme7,171567,129777
chr1,164437099,164458355,-,Atp1b1,11931,21257
chr1,164796663,164824274,+,Dpt,56429,27612
chr1,164931644,164935522,-,Xcl1,16963,3879
chr1,165137834,165160773,-,Tbx19,83993,22940
chr1,165174341,165194522,-,Sft2d2,108735,20182
chr1,165212286,165282659,-,Tiprl,226591,70374
chr1,165281184,165326747,+,Gpr161,240888,45564
chr1,165329500,165460906,-,Dcaf6,74106,131407
chr1,165461260,165481218,+,Mpc2,70456,19959
chr1,165483518,165576778,+,Adcy10,271639,93261
chr1,165592176,165634541,-,Mpzl1,68481,42366
chr1,165648945,165710063,-,Rcsd1,226594,61119
chr1,165763758,165775309,+,Creg1,433375,11552
chr1,165779952,165871153,+,Cd247,12503,91202
chr1,165865150,166002749,-,Pou2f1,18986,137600
chr1,166098148,166127898,-,Dusp27,240892,29751
chr1,166130221,166166510,+,Gpa33,59290,36290
chr1,166201385,166238744,-,Mael,98558,37360
chr1,166254060,166316832,+,Ildr2,100039795,62773
chr1,166379167,166393621,+,Tada1,27878,14455
chr1,166393610,166409853,-,Pogk,71592,16244
chr1,166482599,166506135,-,Gm4846,226601,23537
chr1,166628971,166647693,-,Gm4847,226604,18723
chr1,166662055,166681845,-,Fmo9,240894,19791
chr1,166999851,167091302,+,Fam78b,226610,91452
chr1,167222895,167285933,-,Uck2,80914,63039
chr1,167308670,167333978,+,Tmco1,68944,25309
chr1,167349963,167368530,+,Aldh9a1,56752,18568
chr1,167371966,167393841,-,Mgst3,66447,21876
chr1,167445675,167466780,-,Lrrc52,240899,21106
chr1,167598362,167639623,+,Rxrg,20183,41262
chr1,167688230,167848741,+,Lmx1a,110648,160512
chr1,168119364,168432365,-,Pbx1,18514,313002
chr1,169497934,169531464,-,Nuf2,66977,33531
chr1,169655501,169695813,+,Rgs5,19737,40313
chr1,169741477,169747642,-,Rgs4,19736,6166
chr1,169928599,169935318,+,Ccdc190,78465,6720
chr1,169949535,169969242,-,Hsd17b7,15490,19708
chr1,169972307,170110836,-,Ddr2,18214,138530
chr1,170141223,170174964,-,Uap1,107652,33742
chr1,170193422,170215897,-,Uhmk1,16589,22476
chr1,170232871,170251587,+,Sh2d1b2,545378,18717
chr1,170277318,170286769,+,Sh2d1b1,26904,9452
chr1,170298193,170308871,-,Gm7694,665574,10679
chr1,170308819,170312125,+,Spata46,76925,3307
chr1,170315467,170589849,-,Nos1ap,70729,274383
chr1,170644431,170682789,+,Olfml2b,320078,38359
chr1,170704457,170868585,-,Atf6,226641,164129
chr1,170850602,170851016,-,Gm29733,101055854,415
chr1,170874187,170885540,-,Dusp12,80915,11354
chr1,170906715,170913829,-,Fcrlb,435653,7115
chr1,170917594,170932216,-,Fcrla,98752,14623
chr1,170945108,170949763,+,Gm39701,105244006,4656
chr1,170960558,170976071,-,Fcgr2b,14130,15514
chr1,171018926,171029761,+,Fcgr4,246256,10836
chr1,171051169,171065915,-,Fcgr3,14131,14747
chr1,171113912,171126967,+,Cfap126,75472,13056
chr1,171129157,171150640,-,Sdhc,66052,21484
chr1,171150713,171161130,+,Mpz,17528,10418
chr1,171173264,171196268,-,Pcp4l1,66425,23005
chr1,171213934,171218845,+,Nr1i3,12355,4912
chr1,171217802,171222514,-,Tomm40l,641376,4713
chr1,171221564,171226379,+,Apoa2,11807,4816
chr1,171229572,171234349,-,Fcer1g,14127,4778
chr1,171234853,171251686,-,Ndufs2,226646,16834
chr1,171250129,171262267,+,Adamts4,240913,12139
chr1,171270328,171276895,+,B4galt3,57370,6568
chr1,171276991,171281193,-,Ppox,19044,4203
chr1,171281949,171287961,-,Usp21,30941,6013
chr1,171288564,171295002,-,Ufc1,66155,6439
chr1,171324661,171342501,+,Dedd,21945,17841
chr1,171340571,171345656,-,Nit1,27045,5086
chr1,171344954,171359254,+,Pfdn2,18637,14301
chr1,171358449,171360798,-,Klhdc9,68874,2350
chr1,171370173,171388287,+,Nectin4,71740,18115
chr1,171388960,171410240,+,Arhgap30,226652,21281
chr1,171411307,171418954,+,Usf1,22278,7648
chr1,171419033,171420352,+,Tstd1,226654,1320
chr1,171437561,171464593,+,F11r,16456,27033
chr1,171487292,171489341,+,LOC115487367,115487367,2050
chr1,171503478,171504750,+,Alyref2,56009,1273
chr1,171518123,171535325,-,Itln1,16429,17203
chr1,171558718,171585316,+,Cd244a,18106,26599
chr1,171588613,171607410,-,Ly9,17085,18798
chr1,171632403,171653037,-,Slamf7,75345,20635
chr1,171681245,171705258,+,Cd48,12506,24014
chr1,171711042,171711511,+,LOC115487184,115487184,470
chr1,171767131,171801184,+,Slamf1,27218,34054
chr1,171839697,171890718,+,Cd84,12523,51022
chr1,171917458,171948958,+,Slamf6,30925,31501
chr1,172000960,172027318,-,Vangl2,93840,26359
chr1,172052292,172057596,-,Nhlh1,18071,5305
chr1,172066013,172082789,-,Ncstn,59287,16777
chr1,172082529,172122332,+,Copa,12847,39804
chr1,172126755,172136497,+,Pex19,19298,9743
chr1,172148015,172196393,+,Dcaf8,98193,48379
chr1,172196728,172206804,-,Pea15a,18611,10077
